Strain	sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
PF_EC14	contig_1_circular_ardb_klca_acric11_22	Anti_RM	ardb_klca_acric11	Antidefense	contig_1_circular_237	contig_1_circular_237	contig_1_circular_237	1	klca
PF_EC14	contig_1_circular_ardb_klca_acric11_23	Anti_RM	ardb_klca_acric11	Antidefense	contig_1_circular_980	contig_1_circular_980	contig_1_circular_980	1	klca
PF_EC14	contig_1_circular_RM_Type_I_11	RM	RM_Type_I	Defense	contig_1_circular_1042	contig_1_circular_1044	contig_1_circular_1042,contig_1_circular_1043,contig_1_circular_1044	3	RM__Type_I_MTases_FAM_1,RM__Type_I_REases_FAM_2.einsi_trimmed,RM__Type_I_S_03
PF_EC14	contig_1_circular_MazEF_3	MazEF	MazEF	Defense	contig_1_circular_1254	contig_1_circular_1255	contig_1_circular_1254,contig_1_circular_1255	2	MazEF__MazE,MazEF__MazF
PF_EC14	contig_1_circular_CAS_Class1-Subtype-I-E_17	Cas	CAS_Class1-Subtype-I-E	Defense	contig_1_circular_1277	contig_1_circular_1284	contig_1_circular_1277,contig_1_circular_1278,contig_1_circular_1279,contig_1_circular_1280,contig_1_circular_1281,contig_1_circular_1282,contig_1_circular_1283,contig_1_circular_1284	8	cas1_I-E_1,cas2_I-E_2,cas3_I_5,cas5_I-E_3,cas6e_I_II_III_IV_V_VI_1,cas7_I-E_2,cas8e_I-E_1,cse2gr11_I-E_1
PF_EC14	contig_1_circular_SDIC3_4	SDIC3	SDIC3	Defense	contig_1_circular_1381	contig_1_circular_1385	contig_1_circular_1381,contig_1_circular_1382,contig_1_circular_1385	3	SDIC3__SDIC3C,SDIC3__SDIC3E,SDIC3__SDIC3F
PF_EC14	contig_1_circular_Septu_5	Septu	Septu	Defense	contig_1_circular_1391	contig_1_circular_1392	contig_1_circular_1391,contig_1_circular_1392	2	Septu__PtuA,Septu__PtuB
PF_EC14	contig_1_circular_ardb_klca_acric11_24	Anti_RM	ardb_klca_acric11	Antidefense	contig_1_circular_2028	contig_1_circular_2028	contig_1_circular_2028	1	klca
PF_EC14	contig_1_circular_racc_26	Anti_Retron	racc	Antidefense	contig_1_circular_2776	contig_1_circular_2776	contig_1_circular_2776	1	racc
PF_EC14	contig_1_circular_ardb_klca_acric11_25	Anti_RM	ardb_klca_acric11	Antidefense	contig_1_circular_3795	contig_1_circular_3795	contig_1_circular_3795	1	klca
PF_EC14	contig_1_circular_BREX_I_2	BREX	BREX_I	Defense	contig_1_circular_3808	contig_1_circular_3813	contig_1_circular_3808,contig_1_circular_3809,contig_1_circular_3810,contig_1_circular_3811,contig_1_circular_3812,contig_1_circular_3813	6	BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__brxL,BREX__pglX1,BREX__pglZA
PF_EC14	contig_1_circular_RM_Type_I_12	RM	RM_Type_I	Defense	contig_1_circular_4142	contig_1_circular_4144	contig_1_circular_4142,contig_1_circular_4143,contig_1_circular_4144	3	RM__Type_I_MTases_FAM_1,RM__Type_I_REases_FAM_2.einsi_trimmed,RM__Type_I_S_06
PF_EC14	contig_1_circular_RM_Type_IV_1_15	RM	RM_Type_IV_1	Defense	contig_1_circular_4146	contig_1_circular_4146	contig_1_circular_4146	1	RM_Type_IV__Type_IV_22
PF_EC14	contig_1_circular_RM_Type_IV_14	RM	RM_Type_IV	Defense	contig_1_circular_4182	contig_1_circular_4185	contig_1_circular_4182,contig_1_circular_4184,contig_1_circular_4185	3	RM_Type_IV__FAM_1,RM_Type_IV__FAM_2,RM_Type_IV__Type_IV_05
PF_EC14	contig_1_circular_PrrC_10	PrrC	PrrC	Defense	contig_1_circular_4187	contig_1_circular_4189	contig_1_circular_4187,contig_1_circular_4188,contig_1_circular_4189	3	PrrC__EcoprrI,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_01
PF_EC14	contig_2_RM_Type_II_16	RM	RM_Type_II	Defense	contig_2_37	contig_2_38	contig_2_37,contig_2_38	2	RM_Type_II__Type_II_MTases_FAM_2,RM_Type_II__Type_II_REase27
PF_EC14	contig_2_ardb_klca_acric11_27	Anti_RM	ardb_klca_acric11	Antidefense	contig_2_53	contig_2_53	contig_2_53	1	ardb
PF_EC14	contig_2_MazEF_7	MazEF	MazEF	Defense	contig_2_82	contig_2_83	contig_2_82,contig_2_83	2	MazEF__MazE,MazEF__MazF
PF_EC14	contig_3_ardb_klca_acric11_20	Anti_RM	ardb_klca_acric11	Antidefense	contig_3_14	contig_3_14	contig_3_14	1	ardb
PF_EC14	contig_3_psiab_21	Other	psiab	Antidefense	contig_3_27	contig_3_28	contig_3_27,contig_3_28	2	psia,psib
PF_EC14	contig_3_Mok_Hok_Sok_6	Mok_Hok_Sok	Mok_Hok_Sok	Defense	contig_3_30	contig_3_30	contig_3_30	1	Mok_Hok_Sok__Mok
PF_EC15	1_MazEF_6	MazEF	MazEF	Defense	1_376	1_377	1_376,1_377	2	MazEF__MazE,MazEF__MazF
PF_EC15	1_ardb_klca_acric11_17	Anti_RM	ardb_klca_acric11	Antidefense	1_467	1_467	1_467	1	klca
PF_EC15	1_RM_Type_II_15	RM	RM_Type_II	Defense	1_477	1_479	1_477,1_478,1_479	3	RM_Type_II__Type_II_MTases_FAM_0,RM_Type_II__Type_II_MTases_FAM_33,RM_Type_II__Type_II_REase37
PF_EC15	1_RM_Type_IV_16	RM	RM_Type_IV	Defense	1_480	1_481	1_480,1_481	2	RM_Type_IV__FAM_1,RM_Type_IV__FAM_2
PF_EC15	1_RM_Type_I_13	RM	RM_Type_I	Defense	1_542	1_544	1_542,1_543,1_544	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_06
PF_EC15	1_RM_Type_I_14	RM	RM_Type_I	Defense	1_884	1_886	1_884,1_885,1_886	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_06
PF_EC15	1_AbiE_1	AbiE	AbiE	Defense	1_887	1_888	1_887,1_888	2	AbiEii__AbiEi_3,AbiEii__AbiEii
PF_EC15	1_gam_20	Anti_RecBCD	gam	Antidefense	1_1790	1_1790	1_1790	1	gam
PF_EC15	1_CBASS_III_4	CBASS	CBASS_III	Defense	1_1868	1_1871	1_1868,1_1869,1_1870,1_1871	4	CBASS__Cyclase_II,CBASS__Endonuc_small,CBASS__TRIP13,CBASS__bacHORMA_1
PF_EC15	1_Retron_I_C_8	Retron	Retron_I_C	Defense	1_1902	1_1902	1_1902	1	Retron_I_C__RT_1_C1
PF_EC15	1_Lamassu-Mrr_5	Lamassu-Fam	Lamassu-Mrr	Defense	1_1904	1_1906	1_1904,1_1905,1_1906	3	Lamassu-Fam__LmuA_effector_Mrr,Lamassu-Fam__LmuB_SMC_Mrr,Lamassu-Fam__LmuC_acc_Mrr
PF_EC15	1_ardb_klca_acric11_18	Anti_RM	ardb_klca_acric11	Antidefense	1_2875	1_2875	1_2875	1	klca
PF_EC15	1_ardb_klca_acric11_19	Anti_RM	ardb_klca_acric11	Antidefense	1_3822	1_3822	1_3822	1	klca
PF_EC15	1_PsyrTA_7	PsyrTA	PsyrTA	Defense	1_4310	1_4311	1_4310,1_4311	2	PsyrTA__PsyrA,PsyrTA__PsyrT
PF_EC15	2_MazEF_9	MazEF	MazEF	Defense	2_47	2_48	2_47,2_48	2	MazEF__MazE,MazEF__MazF
PF_EC15	2_Mok_Hok_Sok_10	Mok_Hok_Sok	Mok_Hok_Sok	Defense	2_108	2_108	2_108	1	Mok_Hok_Sok__Hok
PF_EC15	2_psiab_22	Other	psiab	Antidefense	2_112	2_113	2_112,2_113	2	psia,psib
PF_EC15	2_ardb_klca_acric11_21	Anti_RM	ardb_klca_acric11	Antidefense	2_126	2_126	2_126	1	ardb
PF_EC16	contig_1_circular_MazEF_7	MazEF	MazEF	Defense	contig_1_circular_160	contig_1_circular_161	contig_1_circular_160,contig_1_circular_161	2	MazEF__MazE,MazEF__MazF
PF_EC16	contig_1_circular_AspAB_3	AspAB	AspAB	Defense	contig_1_circular_219	contig_1_circular_220	contig_1_circular_219,contig_1_circular_220	2	AspAB__AspA,AspAB__AspB
PF_EC16	contig_1_circular_ardb_klca_acric11_15	Anti_RM	ardb_klca_acric11	Antidefense	contig_1_circular_249	contig_1_circular_249	contig_1_circular_249	1	klca
PF_EC16	contig_1_circular_RM_Type_I_11	RM	RM_Type_I	Defense	contig_1_circular_305	contig_1_circular_307	contig_1_circular_305,contig_1_circular_306,contig_1_circular_307	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_06
PF_EC16	contig_1_circular_AbiE_2	AbiE	AbiE	Defense	contig_1_circular_628	contig_1_circular_629	contig_1_circular_628,contig_1_circular_629	2	AbiEii__AbiEi_3,AbiEii__AbiEii
PF_EC16	contig_1_circular_gam_20	Anti_RecBCD	gam	Antidefense	contig_1_circular_1092	contig_1_circular_1092	contig_1_circular_1092	1	gam
PF_EC16	contig_1_circular_ral_23	Anti_RM	ral	Antidefense	contig_1_circular_1096	contig_1_circular_1096	contig_1_circular_1096	1	ral
PF_EC16	contig_1_circular_racc_22	Anti_Retron	racc	Antidefense	contig_1_circular_1769	contig_1_circular_1769	contig_1_circular_1769	1	racc
PF_EC16	contig_1_circular_Gao_Iet_6	Gao_Iet	Gao_Iet	Defense	contig_1_circular_1782	contig_1_circular_1783	contig_1_circular_1782,contig_1_circular_1783	2	Gao_Iet__IetA,Gao_Iet__IetS
PF_EC16	contig_1_circular_gam_21	Anti_RecBCD	gam	Antidefense	contig_1_circular_2201	contig_1_circular_2201	contig_1_circular_2201	1	gam
PF_EC16	contig_1_circular_ardb_klca_acric11_16	Anti_RM	ardb_klca_acric11	Antidefense	contig_1_circular_2520	contig_1_circular_2520	contig_1_circular_2520	1	klca
PF_EC16	contig_1_circular_CAS_Class1-Subtype-I-E_12	Cas	CAS_Class1-Subtype-I-E	Defense	contig_1_circular_3220	contig_1_circular_3227	contig_1_circular_3220,contig_1_circular_3221,contig_1_circular_3222,contig_1_circular_3223,contig_1_circular_3224,contig_1_circular_3225,contig_1_circular_3226,contig_1_circular_3227	8	cas1_I-E_1,cas2_I-E_2,cas3_I_5,cas5_I-E_3,cas6e_I_II_III_IV_V_VI_1,cas7_I-E_2,cas8e_I-E_1,cse2gr11_I-E_2
PF_EC16	contig_1_circular_MazEF_8	MazEF	MazEF	Defense	contig_1_circular_3251	contig_1_circular_3252	contig_1_circular_3251,contig_1_circular_3252	2	MazEF__MazE,MazEF__MazF
PF_EC16	contig_1_circular_ardb_klca_acric11_17	Anti_RM	ardb_klca_acric11	Antidefense	contig_1_circular_3527	contig_1_circular_3527	contig_1_circular_3527	1	klca
PF_EC16	contig_1_circular_PsyrTA_9	PsyrTA	PsyrTA	Defense	contig_1_circular_4007	contig_1_circular_4008	contig_1_circular_4007,contig_1_circular_4008	2	PsyrTA__PsyrA,PsyrTA__PsyrT
PF_EC16	contig_1_circular_Avs_IV_4	Avs	Avs_IV	Defense	contig_1_circular_4687	contig_1_circular_4687	contig_1_circular_4687	1	Avs_IV__Avs4A
PF_EC16	contig_1_circular_tad2_acriia7_24	Anti_Thoeris	tad2_acriia7	Antidefense	contig_1_circular_4690	contig_1_circular_4690	contig_1_circular_4690	1	acriia7
PF_EC16	contig_1_circular_dar_ddr_hdf_ulx_18	Anti_RM	dar_ddr_hdf_ulx	Antidefense	contig_1_circular_4693	contig_1_circular_4696	contig_1_circular_4693,contig_1_circular_4694,contig_1_circular_4695,contig_1_circular_4696	4	dara,ddra,ddrb,hdf
PF_EC16	contig_1_circular_dar_ddr_hdf_ulx_19	Anti_RM	dar_ddr_hdf_ulx	Antidefense	contig_1_circular_4794	contig_1_circular_4795	contig_1_circular_4794,contig_1_circular_4795	2	darb,ulx
PF_EC16	contig_1_circular_Avs_IV_5	Avs	Avs_IV	Defense	contig_1_circular_4804	contig_1_circular_4804	contig_1_circular_4804	1	Avs_IV__Avs4A
PF_EC16	contig_2_Aca_alone_25	Anti_CRISPR	Aca_alone	Antidefense	contig_2_2	contig_2_2	contig_2_2	1	aca5
PF_EC16	contig_2_Mok_Hok_Sok_1	Mok_Hok_Sok	Mok_Hok_Sok	Defense	contig_2_3	contig_2_3	contig_2_3	1	Mok_Hok_Sok__Mok
PF_EC16	contig_4_ardc_26	Anti_RM	ardc	Antidefense	contig_4_33	contig_4_33	contig_4_33	1	ardc
PF_EC17	1_ardb_klca_acric11_20	Anti_RM	ardb_klca_acric11	Antidefense	1_770	1_770	1_770	1	klca
PF_EC17	1_ardb_klca_acric11_21	Anti_RM	ardb_klca_acric11	Antidefense	1_1727	1_1727	1_1727	1	klca
PF_EC17	1_SanaTA_7	SanaTA	SanaTA	Defense	1_1736	1_1737	1_1736,1_1737	2	SanaTA__SanaA,SanaTA__SanaT
PF_EC17	1_PsyrTA_5	PsyrTA	PsyrTA	Defense	1_2225	1_2226	1_2225,1_2226	2	PsyrTA__PsyrA,PsyrTA__PsyrT
PF_EC17	1_Avs_IV_2	Avs	Avs_IV	Defense	1_2896	1_2896	1_2896	1	Avs_IV__Avs4A
PF_EC17	1_MazEF_4	MazEF	MazEF	Defense	1_3085	1_3086	1_3085,1_3086	2	MazEF__MazE,MazEF__MazF
PF_EC17	1_ardb_klca_acric11_22	Anti_RM	ardb_klca_acric11	Antidefense	1_3178	1_3178	1_3178	1	klca
PF_EC17	1_RM_Type_II_16	RM	RM_Type_II	Defense	1_3188	1_3190	1_3188,1_3189,1_3190	3	RM_Type_II__Type_II_MTases_FAM_0,RM_Type_II__Type_II_MTases_FAM_33,RM_Type_II__Type_II_REase37
PF_EC17	1_RM_Type_IV_17	RM	RM_Type_IV	Defense	1_3191	1_3192	1_3191,1_3192	2	RM_Type_IV__FAM_1,RM_Type_IV__FAM_2
PF_EC17	1_RM_Type_I_14	RM	RM_Type_I	Defense	1_3256	1_3258	1_3256,1_3257,1_3258	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_06
PF_EC17	1_RM_Type_I_15	RM	RM_Type_I	Defense	1_3599	1_3601	1_3599,1_3600,1_3601	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_06
PF_EC17	1_AbiE_1	AbiE	AbiE	Defense	1_3602	1_3603	1_3602,1_3603	2	AbiEii__AbiEi_3,AbiEii__AbiEii
PF_EC17	1_gam_23	Anti_RecBCD	gam	Antidefense	1_4445	1_4445	1_4445	1	gam
PF_EC17	1_Retron_I_C_6	Retron	Retron_I_C	Defense	1_4545	1_4545	1_4545	1	Retron_I_C__RT_1_C1
PF_EC17	1_Lamassu-Mrr_3	Lamassu-Fam	Lamassu-Mrr	Defense	1_4547	1_4549	1_4547,1_4548,1_4549	3	Lamassu-Fam__LmuA_effector_Mrr,Lamassu-Fam__LmuB_SMC_Mrr,Lamassu-Fam__LmuC_acc_Mrr
PF_EC17	2_MazEF_10	MazEF	MazEF	Defense	2_46	2_47	2_46,2_47	2	MazEF__MazE,MazEF__MazF
PF_EC17	2_Mok_Hok_Sok_11	Mok_Hok_Sok	Mok_Hok_Sok	Defense	2_74	2_74	2_74	1	Mok_Hok_Sok__Mok
PF_EC17	2_psiab_25	Other	psiab	Antidefense	2_78	2_79	2_78,2_79	2	psia,psib
PF_EC17	2_ardb_klca_acric11_24	Anti_RM	ardb_klca_acric11	Antidefense	2_90	2_90	2_90	1	ardb
PF_EC17	2_CBASS_I_9	CBASS	CBASS_I	Defense	2_105	2_106	2_105,2_106	2	CBASS__Cyclase_II,CBASS__Effector_4TM_S_4TM
PF_EC17	2_PrrC_18	PrrC	PrrC	Defense	2_108	2_110	2_108,2_109,2_110	3	PrrC__EcoprrI,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_01
PF_EC18	contig_1_RM_Type_II_16	RM	RM_Type_II	Defense	contig_1_2	contig_1_3	contig_1_2,contig_1_3	2	RM_Type_II__Type_II_MTases_FAM_0,RM_Type_II__Type_II_REase06
PF_EC18	contig_1_Shedu_10	Shedu	Shedu	Defense	contig_1_3	contig_1_3	contig_1_3	1	Shedu__SduA
PF_EC18	contig_1_Shedu_10	Shedu	Shedu	Defense	contig_1_3	contig_1_3	contig_1_3	1	Shedu__SduA
PF_EC18	contig_1_ardb_klca_acric11_18	Anti_RM	ardb_klca_acric11	Antidefense	contig_1_280	contig_1_280	contig_1_280	1	klca
PF_EC18	contig_1_Gao_Qat_4	Gao_Qat	Gao_Qat	Defense	contig_1_323	contig_1_326	contig_1_323,contig_1_324,contig_1_325,contig_1_326	4	Gao_Qat__QatA,Gao_Qat__QatB,Gao_Qat__QatC,Gao_Qat__QatD
PF_EC18	contig_1_CBASS_I_2	CBASS	CBASS_I	Defense	contig_1_327	contig_1_328	contig_1_327,contig_1_328	2	CBASS__2TM_Gros,CBASS__A_Cyclase_AGS_C
PF_EC18	contig_1_ardb_klca_acric11_19	Anti_RM	ardb_klca_acric11	Antidefense	contig_1_509	contig_1_509	contig_1_509	1	klca
PF_EC18	contig_1_RM_Type_IV_1_17	RM	RM_Type_IV_1	Defense	contig_1_565	contig_1_565	contig_1_565	1	RM_Type_IV__Type_IV_22
PF_EC18	contig_1_RM_Type_I_15	RM	RM_Type_I	Defense	contig_1_567	contig_1_569	contig_1_567,contig_1_568,contig_1_569	3	RM__Type_I_MTases_FAM_1,RM__Type_I_REases_FAM_2.einsi_trimmed,RM__Type_I_S_01
PF_EC18	contig_1_Septu_9	Septu	Septu	Defense	contig_1_1753	contig_1_1754	contig_1_1753,contig_1_1754	2	Septu__PtuA_2,Septu__PtuB_2
PF_EC18	contig_1_RosmerTA_7	RosmerTA	RosmerTA	Defense	contig_1_1910	contig_1_1911	contig_1_1910,contig_1_1911	2	RosmerTA__RmrA_2585209417,RosmerTA__RmrT_2585209417
PF_EC18	contig_1_DS-9_3	DS-9	DS-9	Defense	contig_1_3287	contig_1_3288	contig_1_3287,contig_1_3288	2	DS-9__DS-9A,DS-9__DS-9B
PF_EC18	contig_1_SDIC3_8	SDIC3	SDIC3	Defense	contig_1_3293	contig_1_3297	contig_1_3293,contig_1_3296,contig_1_3297	3	SDIC3__SDIC3C,SDIC3__SDIC3E,SDIC3__SDIC3F
PF_EC18	contig_1_MazEF_5	MazEF	MazEF	Defense	contig_1_3423	contig_1_3424	contig_1_3423,contig_1_3424	2	MazEF__MazE,MazEF__MazF
PF_EC18	contig_1_PsyrTA_6	PsyrTA	PsyrTA	Defense	contig_1_4149	contig_1_4150	contig_1_4149,contig_1_4150	2	PsyrTA__PsyrA,PsyrTA__PsyrT
PF_EC18	contig_2_MazEF_13	MazEF	MazEF	Defense	contig_2_27	contig_2_28	contig_2_27,contig_2_28	2	MazEF__MazE,MazEF__MazF
PF_EC18	contig_2_ardb_klca_acric11_20	Anti_RM	ardb_klca_acric11	Antidefense	contig_2_37	contig_2_37	contig_2_37	1	ardb
PF_EC18	contig_2_DS-28_11	DS-28	DS-28	Defense	contig_2_51	contig_2_52	contig_2_51,contig_2_52	2	DS-28__DS-28A,DS-28__DS-28B
PF_EC18	contig_2_Gao_Tmn_12	Gao_Tmn	Gao_Tmn	Defense	contig_2_55	contig_2_55	contig_2_55	1	Gao_Tmn__TmnA
PF_EC18	contig_8_arda_ardu_21	Anti_RM	arda_ardu	Antidefense	contig_8_47	contig_8_47	contig_8_47	1	arda
PF_EC18	contig_8_psiab_23	Other	psiab	Antidefense	contig_8_49	contig_8_50	contig_8_49,contig_8_50	2	psia,psib
PF_EC18	contig_8_ardb_klca_acric11_22	Anti_RM	ardb_klca_acric11	Antidefense	contig_8_57	contig_8_57	contig_8_57	1	ardb
PF_EC19	1_Rst_2TM_1TM_TIR_7	Rst_2TM_1TM_TIR	Rst_2TM_1TM_TIR	Defense	1_2	1_4	1_2,1_3,1_4	3	Rst_2TM_1TM_TIR__Rst_1TM_TIR,Rst_2TM_1TM_TIR__Rst_2TM_TIR,Rst_2TM_1TM_TIR__Rst_TIR_tm
PF_EC19	1_DS-40_2	DS-40	DS-40	Defense	1_6	1_6	1_6	1	DS-40__DS-40
PF_EC19	1_MazEF_5	MazEF	MazEF	Defense	1_349	1_350	1_349,1_350	2	MazEF__MazE,MazEF__MazF
PF_EC19	1_Hachiman_3	Hachiman	Hachiman	Defense	1_389	1_390	1_389,1_390	2	Hachiman__HamA_1,Hachiman__HamB
PF_EC19	1_SDIC3_8	SDIC3	SDIC3	Defense	1_395	1_398	1_395,1_396,1_397,1_398	4	SDIC3__SDIC3C,SDIC3__SDIC3D,SDIC3__SDIC3E,SDIC3__SDIC3F
PF_EC19	1_DS-17_1	DS-17	DS-17	Defense	1_399	1_399	1_399	1	DS-17__DS-17
PF_EC19	1_RM_Type_IV_1_19	RM	RM_Type_IV_1	Defense	1_437	1_437	1_437	1	RM_Type_IV__Type_IV_22
PF_EC19	1_RM_Type_I_18	RM	RM_Type_I	Defense	1_439	1_441	1_439,1_440,1_441	3	RM__Type_I_MTases_FAM_1,RM__Type_I_REases_FAM_2.einsi_trimmed,RM__Type_I_S_52
PF_EC19	1_ardb_klca_acric11_25	Anti_RM	ardb_klca_acric11	Antidefense	1_1550	1_1550	1_1550	1	klca
PF_EC19	1_ardb_klca_acric11_26	Anti_RM	ardb_klca_acric11	Antidefense	1_2509	1_2509	1_2509	1	klca
PF_EC19	1_gam_28	Anti_RecBCD	gam	Antidefense	1_2902	1_2902	1_2902	1	gam
PF_EC19	1_CAS_Class1-Subtype-I-E_22	Cas	CAS_Class1-Subtype-I-E	Defense	1_3262	1_3269	1_3262,1_3263,1_3264,1_3265,1_3266,1_3267,1_3268,1_3269	8	cas1_I-E_1,cas2_I-E_2,cas3_I_5,cas5_I-E_3,cas6e_I_II_III_IV_V_VI_1,cas7_I-E_2,cas8e_I-E_1,cse2gr11_I-E_1
PF_EC19	1_MazEF_6	MazEF	MazEF	Defense	1_3296	1_3297	1_3296,1_3297	2	MazEF__MazE,MazEF__MazF
PF_EC19	1_ardb_klca_acric11_27	Anti_RM	ardb_klca_acric11	Antidefense	1_4195	1_4195	1_4195	1	klca
PF_EC19	2_Mok_Hok_Sok_11	Mok_Hok_Sok	Mok_Hok_Sok	Defense	2_155	2_155	2_155	1	Mok_Hok_Sok__Mok
PF_EC19	2_psiab_29	Other	psiab	Antidefense	2_156	2_157	2_156,2_157	2	psia,psib
PF_EC19	2_DS-28_9	DS-28	DS-28	Defense	2_181	2_182	2_181,2_182	2	DS-28__DS-28A,DS-28__DS-28B
PF_EC19	2_Gao_Tmn_10	Gao_Tmn	Gao_Tmn	Defense	2_185	2_185	2_185	1	Gao_Tmn__TmnA
PF_EC19	3_PD-T7-5_14	PD-T7-5	PD-T7-5	Defense	3_36	3_36	3_36	1	PD-T7-5__PD-T7-5
PF_EC19	3_PrrC_20	PrrC	PrrC	Defense	3_96	3_98	3_96,3_97,3_98	3	PrrC__EcoprrI,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_01
PF_EC19	4_Gao_Tmn_15	Gao_Tmn	Gao_Tmn	Defense	4_13	4_13	4_13	1	Gao_Tmn__TmnA
PF_EC19	4_ardb_klca_acric11_31	Anti_RM	ardb_klca_acric11	Antidefense	4_28	4_28	4_28	1	ardb
PF_EC19	4_psiab_32	Other	psiab	Antidefense	4_35	4_36	4_35,4_36	2	psia,psib
PF_EC19	4_arda_ardu_30	Anti_RM	arda_ardu	Antidefense	4_38	4_38	4_38	1	arda
PF_EC19	5_DS-24_16	DS-24	DS-24	Defense	5_34	5_34	5_34	1	DS-24__DS-24
PF_EC19	6_PARIS_II_merge_13	Paris	PARIS_II_merge	Defense	6_1	6_1	6_1	1	Paris_II_merge__AAA_21_DUF4435
PF_EC19	6_AbiQ_12	AbiQ	AbiQ	Defense	6_6	6_6	6_6	1	AbiQ__AbiQ
PF_EC20	contig_1_circular_Retron_I_C_5	Retron	Retron_I_C	Defense	contig_1_circular_285	contig_1_circular_285	contig_1_circular_285	1	Retron_I_C__RT_1_C1
PF_EC20	contig_1_circular_Lamassu-Mrr_2	Lamassu-Fam	Lamassu-Mrr	Defense	contig_1_circular_287	contig_1_circular_289	contig_1_circular_287,contig_1_circular_288,contig_1_circular_289	3	Lamassu-Fam__LmuA_effector_Mrr,Lamassu-Fam__LmuB_SMC_Mrr,Lamassu-Fam__LmuC_acc_Mrr
PF_EC20	contig_1_circular_ardb_klca_acric11_17	Anti_RM	ardb_klca_acric11	Antidefense	contig_1_circular_1151	contig_1_circular_1151	contig_1_circular_1151	1	klca
PF_EC20	contig_1_circular_ardb_klca_acric11_18	Anti_RM	ardb_klca_acric11	Antidefense	contig_1_circular_2109	contig_1_circular_2109	contig_1_circular_2109	1	klca
PF_EC20	contig_1_circular_SanaTA_6	SanaTA	SanaTA	Defense	contig_1_circular_2118	contig_1_circular_2119	contig_1_circular_2118,contig_1_circular_2119	2	SanaTA__SanaA,SanaTA__SanaT
PF_EC20	contig_1_circular_PsyrTA_4	PsyrTA	PsyrTA	Defense	contig_1_circular_2592	contig_1_circular_2593	contig_1_circular_2592,contig_1_circular_2593	2	PsyrTA__PsyrA,PsyrTA__PsyrT
PF_EC20	contig_1_circular_MazEF_3	MazEF	MazEF	Defense	contig_1_circular_3492	contig_1_circular_3493	contig_1_circular_3492,contig_1_circular_3493	2	MazEF__MazE,MazEF__MazF
PF_EC20	contig_1_circular_RM_Type_II_13	RM	RM_Type_II	Defense	contig_1_circular_3549	contig_1_circular_3551	contig_1_circular_3549,contig_1_circular_3550,contig_1_circular_3551	3	RM_Type_II__Type_II_MTases_FAM_0,RM_Type_II__Type_II_MTases_FAM_33,RM_Type_II__Type_II_REase37
PF_EC20	contig_1_circular_RM_Type_IV_14	RM	RM_Type_IV	Defense	contig_1_circular_3552	contig_1_circular_3553	contig_1_circular_3552,contig_1_circular_3553	2	RM_Type_IV__FAM_1,RM_Type_IV__FAM_2
PF_EC20	contig_1_circular_RM_Type_I_11	RM	RM_Type_I	Defense	contig_1_circular_3618	contig_1_circular_3620	contig_1_circular_3618,contig_1_circular_3619,contig_1_circular_3620	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_06
PF_EC20	contig_1_circular_RM_Type_I_12	RM	RM_Type_I	Defense	contig_1_circular_3961	contig_1_circular_3963	contig_1_circular_3961,contig_1_circular_3962,contig_1_circular_3963	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_06
PF_EC20	contig_1_circular_AbiE_1	AbiE	AbiE	Defense	contig_1_circular_3964	contig_1_circular_3965	contig_1_circular_3964,contig_1_circular_3965	2	AbiEii__AbiEi_3,AbiEii__AbiEii
PF_EC20	contig_3_ardb_klca_acric11_19	Anti_RM	ardb_klca_acric11	Antidefense	contig_3_13	contig_3_13	contig_3_13	1	ardb
PF_EC20	contig_3_psiab_21	Other	psiab	Antidefense	contig_3_67	contig_3_68	contig_3_67,contig_3_68	2	psia,psib
PF_EC20	contig_3_psiab_22	Other	psiab	Antidefense	contig_3_175	contig_3_176	contig_3_175,contig_3_176	2	psia,psib
PF_EC20	contig_3_ardb_klca_acric11_20	Anti_RM	ardb_klca_acric11	Antidefense	contig_3_186	contig_3_186	contig_3_186	1	ardb
PF_EC20	contig_3_CBASS_I_8	CBASS	CBASS_I	Defense	contig_3_200	contig_3_201	contig_3_200,contig_3_201	2	CBASS__Cyclase_II,CBASS__Effector_4TM_S_4TM
